addresskey,metro_dist,rail_dist,bus_dist,parks_dist,monument_dist,sports_dist
8527603000,795.700948849503,656.003048773403,58.8727441181401,827.654790657821,2533.93115038902,320.975076914081
8533800000,433.278201621083,808.4367631423,66.9103878332804,869.604078773496,1601.1513839443,228.850496612932
8535855000,186.216868194063,280.645117541727,139.33571688553,1886.32806491858,1886.88280363777,70.6645936802937
8539873000,62.5559669416331,1004.38063949881,17.2837785220811,1019.96824778973,2542.00038476663,423.785758373245
8553319000,325.631693789164,306.615394264541,195.900484940696,652.773789487664,1122.43542055616,94.7181344833096
8576546000,975.680787962948,542.728292979093,46.0651712251241,1570.34552013564,2214.66722764828,374.798612590815
8582293000,1377.01779218716,570.334989282615,46.4004310324807,1400.06724217436,2367.57455946484,228.88643472255
8583155000,1958.28726186941,348.381974275363,107.354552767919,1771.15288147675,1964.7076900773,134.633355822425
8583226000,944.939216034542,339.635336795225,181.655393534034,826.36459023881,920.598718500728,256.573735990251
8590969000,2235.77643705715,729.575518024009,125.035580935997,5500.86711254644,2876.80390745582,292.525856122145
8592604000,643.540985485773,605.366830938068,30,1072.95626125226,1854.13198146184,384.376117884553
8609547000,163.878003404972,290.167193183516,49.6789693934969,1380.0012835144,135.337774784011,163.53105546047
8609998000,910.130210464415,910.130210464415,45.4862616621766,4555.56040911976,2610.60153826362,55.0363516232681
8620944000,225.84950741589,579.583471123875,27,516.576869884031,780.864964498319,231.905153025973
8621261000,278.037767218772,143.951380681117,120.208152801713,350.412246504566,1099.93565493577,22.8254244210267
8626526000,3877.34187298464,1996.35793383852,42.0594816896262,4893.11062108938,2461.65706725438,272.433033606401
8645230000,180.679273852869,179.011172835664,205.182845286832,344.151274436164,365.809903127519,31.3847096529504
8655533000,131.095385120911,214.755675128738,37.1214223865412,683.318066222402,4200.74697611232,286.574597618142
8672077000,555.932549865539,226.035395458322,29.732137494637,429.983284558414,67.1612982680679,114.203910616045
8672196000,4540.7193262742,976.055838566626,22.4722050542442,3781.79954418721,3512.82539922767,384.262676043332
8677990000,45.2216762183801,1705.1873797328,33.2866339541865,371.417265324787,2674.32015410675,57.3329268396462
8682134000,1029.80095164066,447.692975151498,17.464249196573,537.287386163399,3742.82396804175,492.622573579409
8716618000,325.852727470555,395.895188149591,47.8016736108685,660.625623351885,2322.50822736418,206.312869205971
8717240000,495.181784802309,176.07100840286,71.1688133946323,713.218103036774,2281.09356302895,275.943834864996
8721070000,4372.74570493186,792.720001009184,98.0051019080129,235.203103721018,2429.76668609135,235.771075410026
8748987000,238.421894967723,404.499690976396,149.402141885583,351.506475893379,643.053321301712,219.002283093122
8772182000,778.22169077969,198.496851360418,76.8439978137525,2185.76247772976,4894.64328912152,497.07343521858
8781230000,53.1507290636732,61.0737259384099,69.065186599328,781.720819730484,0,13.0384048104053
8811739000,146.787242293045,779.302530792722,181.952726003199,2686.74640680864,1995.34023176484,48.7889844125031
8827531000,163.954261914718,184.295957633368,124.787819918452,952.449682870559,93.3515706618928,20.2237484161567
8870635000,179.044687159379,497.639427698409,173.366663462155,3547.19080717418,412.956801542607,66.407830863536
8874089000,182.068668364439,204.921936356262,181.592951405059,586.874867287045,1315.20861478758,15.5201836329774
8875417000,59.6824932455071,320.975076914081,111.628849317728,1037.70736111369,707.823459787329,37.0135110466435
8879623000,270.542048487846,325.479646061009,19.9248588451713,1250.1911103899,1179.93459802735,297.981543052586
8903652000,106.831643252362,155.080624192708,40.4598566482878,59.7061345253636,798.026316453571,108.452754690695
8912183000,4101.24785888393,1790.08519350337,292.330292648572,4980.63240687533,2969.23945965355,300.179906722632
8919612000,517.385736177564,280.066063634993,117.175082675456,387.034306218339,2461.31985720386,483.167962514082
8926840000,30.4630924234556,682.841855776284,37.589892258425,1054.45545016445,5117.90263531704,124.651514230674
8998394000,2267.72000035278,141.739197119216,75.7429864739964,2146.98782736481,3344.32020633428,290.416615571508
9008569000,362.74646793594,695.945400157225,61.3921819126833,532.452600341211,1128.90344558779,265.414769747277
9008592000,435.988796300981,862.581747140505,45.3357529991313,525.621207977946,896.540209771742,249.423388037275
9008824000,312.187443693714,781.884134638907,36.9675533407486,637.522580883207,1009.76217664231,135.962494828573
9019731000,4924.85604992673,664.391505439376,61.1378156299242,79.9720179014165,618.966392758808,26.2235104438763
9038053000,13.8924439894498,89.8276126811795,19.0262975904404,349.073931689402,75.379085752827,25.8069758011279
9043631000,415.202360301576,376.616515835405,94.1116358374457,1067.26621728373,87.3394645938125,163.91766225761
9047521000,993.871244176042,81.8122851410212,21.1340956749761,2434.91545655725,2779.97514896461,473.88817246266
9052979000,3952.36890990707,49.0102030193714,33.4215499341368,1067.05945251433,2475.0343193505,441.46347527287
9072346000,451.583883680541,2778.37443192958,63.5660601264578,540.200451161109,2453.46840031965,178.465010576324
9080942000,197.200783467022,254.211189761548,180.19164520027,261.383848965062,157.639539027898,27.2023712201368
9083768000,178.530109505372,457.525955547879,182.784025560222,341.390000585501,848.162421310541,120.615090266517
9096371000,2593.15579940736,362.360317915745,67.468511173732,234.845739278323,2141.42514001202,55.4616984954482
9098825000,814.361053403203,807.55657715111,21.1741658631877,2431.71145220191,2582.99982043782,139.334946083176
