lsoa,index,income,employment,education,health,crime,housing,living,incomedeprivationaffectingchildrenindex,incomedeprivationaffectingolderpeopleindex,lat,lon
E01003366,14.69,0.116,0.083,15.766,-0.309,0.095,15.252,27.676,0.207,0.201,51.40548352,-0.220661949
E01003373,36.419,0.312,0.193,39.123,0.676,0.306,25.366,15.661,0.408,0.295,51.40311807,-0.177732349
E01003374,33.654,0.276,0.188,21.571,0.294,0.525,26.514,37.264,0.395,0.245,51.4005499,-0.169292677
E01003376,25.681,0.21,0.139,28.082,0.298,0.365,20.296,21.416,0.281,0.325,51.40723472,-0.181991385
E01003377,34.583,0.284,0.192,32.584,0.36,0.361,32.827,16.663,0.37,0.331,51.4052003,-0.181098383
E01003378,17.015,0.15,0.1,16.486,-0.435,0.028,18.367,26.667,0.22,0.176,51.40394733,-0.173632046
E01003379,32.804,0.252,0.143,25.11,0.626,0.449,33.129,36.531,0.297,0.413,51.40470411,-0.167638334
E01003417,8.998,0.071,0.058,13.746,-0.631,-0.043,15.291,15.583,0.104,0.097,51.38702182,-0.21358713
E01003418,6.793,0.051,0.048,17.34,-0.905,-0.391,12.961,13.505,0.072,0.101,51.38609103,-0.220169761
E01003419,11.37,0.091,0.067,16.864,-0.792,-0.114,17.289,22.313,0.16,0.073,51.3883589,-0.228238498
E01003420,10.305,0.086,0.045,15.224,-0.508,0.079,15.686,21.882,0.124,0.118,51.3828564,-0.220977003
E01003421,9.906,0.087,0.081,7.516,-0.487,-0.25,15.662,13.924,0.097,0.107,51.39364196,-0.223950824
E01003422,10.235,0.079,0.067,13.461,-0.373,0.018,12.226,17.169,0.109,0.103,51.39001499,-0.218635158
E01003425,3.781,0.031,0.032,0.756,-1.501,-0.008,13.519,14.57,0.051,0.039,51.40536603,-0.204014916
E01003450,25.663,0.194,0.131,26.085,0.081,0.376,21.13,37.482,0.245,0.254,51.38933647,-0.192595514
E01003451,12.286,0.076,0.061,14.154,-0.756,0.325,26.151,20.557,0.111,0.127,51.39021733,-0.206806042
E01003452,25.993,0.202,0.153,19.48,0.286,-0.023,26.282,30.522,0.252,0.302,51.39084191,-0.201345621
E01003466,5.778,0.058,0.057,1.03,-0.956,-0.187,12.621,15.657,0.08,0.088,51.40011892,-0.232102863
E01003467,7.062,0.072,0.06,2.334,-0.755,-0.136,13.783,14.815,0.087,0.073,51.39777143,-0.227190375
E01003468,3.761,0.039,0.043,2.587,-1.483,-0.497,10.296,17.193,0.039,0.062,51.39423408,-0.235726283
E01003469,15.826,0.137,0.08,9.461,-0.662,0.37,26.119,23.658,0.197,0.176,51.39874033,-0.243907525
E01003470,8.56,0.082,0.053,3.375,-1.359,-0.013,16.425,27.596,0.094,0.127,51.39821939,-0.240159231
E01003471,9.724,0.09,0.055,2.791,-0.55,0.068,20.211,21.087,0.118,0.127,51.40352613,-0.233834021
E01002985,10.306,0.099,0.053,5.886,-1.654,-0.271,23.959,28.197,0.113,0.195,51.3974143,-0.250807294
E01004119,9.092,0.05,0.045,14.778,-0.956,0.769,12.077,14.368,0.061,0.078,51.37213134,-0.221517756
E01004121,8.863,0.081,0.058,6.971,-0.851,0.131,14.402,19.181,0.112,0.124,51.37619275,-0.242397956
E01004122,5.652,0.054,0.05,4.677,-0.851,-0.045,12.437,11.839,0.06,0.095,51.37308404,-0.236779526
E01004123,31.419,0.199,0.143,22.474,0.46,1.154,24.629,41.523,0.29,0.243,51.38325911,-0.184239455
E01004124,22.717,0.177,0.141,29.616,-0.129,-0.271,25.096,19.264,0.244,0.167,51.38392314,-0.196698836
E01004125,31.146,0.227,0.143,37.569,0.473,0.633,25.256,29.934,0.28,0.314,51.38192295,-0.174803691
E01004126,32.577,0.247,0.148,40.854,0.491,0.752,25.251,24.483,0.375,0.234,51.38073437,-0.177607384
E01004127,20.247,0.14,0.111,20.219,0.242,0.577,20.504,16.981,0.186,0.202,51.37815257,-0.174270827
E01004128,25.046,0.193,0.151,29.11,0.058,-0.562,26.498,27.167,0.278,0.233,51.3785631,-0.181659028
E01004129,35.055,0.23,0.167,40.933,0.606,0.901,27.756,29.514,0.267,0.327,51.38589954,-0.188413471
E01004130,11.912,0.074,0.068,10.62,-0.281,0.541,19.619,15.51,0.101,0.105,51.37802125,-0.205934423
E01004131,8.949,0.078,0.059,11.944,-0.839,0.018,15.795,14.434,0.084,0.121,51.37692158,-0.216389627
E01004132,5.718,0.05,0.037,12.395,-0.943,-0.234,12.969,12.139,0.07,0.078,51.37334441,-0.218528206
E01004133,6.045,0.05,0.05,13.251,-1.048,-0.192,10.11,11.716,0.059,0.079,51.37260757,-0.213434777
E01004134,13.52,0.094,0.077,15.497,-0.034,0.053,15.341,23.466,0.135,0.145,51.38458138,-0.211063492
E01004135,9.731,0.066,0.069,16.099,-0.689,0.307,14.924,8.948,0.103,0.056,51.38375291,-0.204777541
E01004136,8.244,0.061,0.061,13.272,-0.639,0.134,11.34,11.68,0.079,0.079,51.38041432,-0.212836089
E01004144,9.303,0.061,0.061,5.499,-0.647,0.44,18.257,17.881,0.101,0.061,51.37768795,-0.19021928
E01004145,14.236,0.115,0.07,12.432,-0.511,0.344,23.869,21.282,0.171,0.127,51.37810374,-0.197096411
E01004175,11.446,0.083,0.081,13.049,-0.466,-0.28,21.795,14.104,0.097,0.111,51.37304533,-0.153328186
E01004183,28.218,0.204,0.152,34.959,0.447,0.464,22.24,22.149,0.265,0.34,51.38611275,-0.175407326
E01004184,30.999,0.225,0.16,37.438,0.293,0.744,26.904,20.142,0.282,0.25,51.38697476,-0.168534459
E01004185,41.83,0.315,0.217,48.997,0.667,0.654,30.528,19.477,0.438,0.329,51.3866065,-0.15982469
E01004186,14.104,0.101,0.074,10.694,-0.513,0.096,17.726,38.564,0.152,0.178,51.38335834,-0.158844329
E01004187,25.625,0.189,0.137,25.152,0.364,0.33,27.491,20.51,0.246,0.238,51.38209654,-0.168842955
E01004188,18.78,0.166,0.102,23.808,-0.659,-0.139,17.577,33.506,0.289,0.141,51.37878316,-0.156734698
E01004189,28.76,0.208,0.148,33.41,0.438,0.62,21.727,26.061,0.26,0.276,51.38989124,-0.175073639
E01004190,4.27,0.036,0.045,6.476,-1.235,-0.24,12.58,10.58,0.044,0.056,51.37724974,-0.232986512
E01004191,6.969,0.066,0.055,8.276,-1.051,-0.175,14.732,14.051,0.089,0.098,51.37336563,-0.229188908
E01004192,10.593,0.097,0.069,13.441,-0.482,-0.21,17.28,12.16,0.126,0.172,51.38534759,-0.237481234
E01004193,10.418,0.108,0.055,11.541,-1.192,-0.038,25.12,9.29,0.171,0.15,51.3824839,-0.232135238
E01004194,10.057,0.078,0.076,9.008,-0.245,-0.17,16.048,13.489,0.103,0.09,51.38104805,-0.224434907
E01004195,9.415,0.079,0.053,7.789,-0.826,0.105,15.908,25.98,0.097,0.169,51.38016647,-0.240307107
E01004196,5.526,0.065,0.044,6.286,-0.709,-0.474,15.1,8.193,0.086,0.092,51.37763975,-0.225228044
E01030387,3.154,0.049,0.034,7.595,-1.869,-1.012,9.411,10.211,0.066,0.09,51.37180283,-0.247379567
E01030389,6.736,0.087,0.046,3.654,-1.141,-0.621,20.144,12.585,0.112,0.152,51.37728155,-0.24937339
E01003390,34.215,0.268,0.164,27.975,0.537,0.658,32.804,27.052,0.323,0.471,51.4074459,-0.16400989
E01000700,13.937,0.131,0.095,8.187,-0.41,-0.149,20.715,17.171,0.144,0.212,51.40577388,-0.045444092
E01000704,13.171,0.082,0.067,9.218,-0.686,0.953,16.12,22.888,0.111,0.078,51.40245623,-0.057817722
E01000705,19.207,0.146,0.115,5.539,-0.377,0.749,24.48,24.696,0.206,0.183,51.40413593,-0.064640514
E01000706,16.73,0.125,0.092,11.562,-0.282,0.452,23.173,23.971,0.139,0.225,51.40236207,-0.049739063
E01000707,3.136,0.037,0.041,1.362,-1.385,-0.436,5.967,14.909,0.039,0.068,51.40399224,-0.0394459
E01001141,29.784,0.226,0.149,13.156,0.237,0.848,36.99,23.767,0.314,0.2,51.40486173,-0.073184427
E01000708,8.868,0.075,0.06,5.132,-0.686,0.168,15.665,19.44,0.095,0.129,51.40084591,-0.043224242
E01000744,47.382,0.338,0.261,31.475,0.979,0.705,41.245,15.645,0.426,0.438,51.4073612,-0.06828585
E01000716,7.709,0.068,0.057,1.245,-0.743,-0.032,22.533,12.448,0.072,0.086,51.40496547,-0.010259193
E01000717,8.392,0.078,0.053,2.946,-1.22,-0.405,27.698,14.73,0.158,0.09,51.40443803,-0.004131443
E01000770,6.761,0.033,0.039,1.436,-1.791,0.58,20.543,17.658,0.048,0.04,51.40124297,-0.023812637
E01000771,5.799,0.035,0.036,2.938,-1.831,0.585,12.06,17.053,0.046,0.041,51.40262063,-0.033280363
E01000772,4.47,0.047,0.042,1.596,-1.62,-0.13,16.272,12.154,0.029,0.076,51.40235333,-0.016499447
E01000773,6.454,0.042,0.045,6.713,-1.481,-0.175,22.919,16.567,0.039,0.057,51.39805463,-0.030980145
E01000994,21.314,0.173,0.108,12.022,-0.574,0.887,30.627,16.305,0.235,0.249,51.402515,-0.110464331
E01000995,22.178,0.149,0.101,13.19,-0.708,0.899,30.805,36.027,0.18,0.178,51.400332,-0.115505059
E01000998,34.936,0.227,0.203,20.449,0.079,0.985,35.806,34.235,0.245,0.293,51.39947787,-0.104441862
E01001086,17.572,0.113,0.094,9.178,-0.417,0.911,25.85,20.219,0.131,0.21,51.4050758,-0.115805125
E01001090,24.583,0.189,0.119,12.23,-0.241,0.557,33.263,35.615,0.25,0.298,51.40588403,-0.122215369
E01001091,17.543,0.121,0.095,4.221,-0.697,1.078,27.673,16.459,0.172,0.135,51.40256428,-0.12398167
E01001139,21.965,0.146,0.121,9.016,-0.697,0.86,29.812,33.684,0.227,0.155,51.4027669,-0.083115468
E01001142,21.625,0.159,0.104,8.282,-0.296,1.157,25.555,24.448,0.228,0.116,51.40408027,-0.076652318
E01001143,34.219,0.241,0.157,19.869,0.435,1.032,36.981,32.295,0.297,0.308,51.40190779,-0.068635251
E01001144,38.433,0.281,0.206,16.557,0.41,0.673,39.214,41.74,0.372,0.311,51.39986484,-0.081420524
E01001145,47.834,0.298,0.205,18.173,0.606,1.434,49.737,51.125,0.358,0.37,51.39945403,-0.071464708
E01001146,21.968,0.185,0.127,15.422,-0.352,0.215,25.605,29.818,0.252,0.196,51.40576857,-0.094453592
E01001147,33.259,0.244,0.179,29.02,0.187,0.734,32.545,27.433,0.303,0.255,51.40615222,-0.103593559
E01001149,18.971,0.174,0.115,9.003,-0.646,0.132,29.513,20.116,0.244,0.146,51.40633201,-0.089778467
E01001150,23.666,0.168,0.111,6.948,-0.457,1.232,32.049,25.404,0.24,0.146,51.40342276,-0.088116525
E01001151,39.899,0.265,0.199,29.771,0.618,1.08,34.686,36.078,0.303,0.367,51.40319705,-0.103708527
E01001152,35.793,0.228,0.177,18.643,0.357,1.23,33.643,41.467,0.269,0.295,51.40225629,-0.099197689
E01001153,25.255,0.196,0.142,16.339,-0.357,0.809,29.398,23.289,0.281,0.175,51.40176146,-0.094318615
E01001190,27.501,0.215,0.15,9.777,-0.181,0.978,33.937,22.732,0.301,0.23,51.39907186,-0.061065302
E01000996,19.459,0.163,0.101,10.946,-0.365,0.746,26.01,18.251,0.247,0.157,51.39973747,-0.109582356
E01001154,32.233,0.218,0.142,21.872,-0.063,1.316,31.053,39.565,0.25,0.242,51.39930316,-0.091791862
E01001182,22.274,0.162,0.114,10.368,-0.245,0.896,29.398,25.12,0.201,0.202,51.39961909,-0.120412609
E01003022,19.799,0.139,0.102,7.189,-0.011,0.786,23.503,29.752,0.183,0.34,51.45211382,-0.12842949
E01003432,39.852,0.333,0.203,29.821,0.11,1.066,31.723,25.115,0.501,0.237,51.39474098,-0.135263717
E01003433,19.493,0.155,0.106,14.486,-0.455,0.948,18.153,21.035,0.194,0.174,51.40197391,-0.134380121
E01003434,14.198,0.104,0.081,12.331,-1.002,0.845,15.431,20.518,0.137,0.128,51.39973932,-0.140376826
E01003429,16.054,0.14,0.096,12.79,-0.508,0.591,17.268,16.701,0.191,0.135,51.39776392,-0.136075916
E01003430,30.916,0.274,0.173,15.577,-0.038,0.681,35.816,15.414,0.361,0.282,51.40008021,-0.128598332
E01003431,31.353,0.265,0.166,24.559,0.021,0.448,36.33,20.207,0.39,0.259,51.39687045,-0.128238214
E01003435,21.189,0.151,0.114,14.384,-0.697,1.313,15.074,24.557,0.283,0.122,51.39862157,-0.14995731
E01003031,22.885,0.181,0.11,17.471,0.061,0.14,24.395,39.626,0.352,0.44,51.45171545,-0.140318832
E01001085,22.918,0.164,0.099,11.04,-0.281,0.976,27.488,37.631,0.205,0.23,51.41201705,-0.124843327
E01001089,31.341,0.237,0.129,15.974,0.396,1.083,32.974,34.027,0.294,0.31,51.4086385,-0.126130725
E01001007,21.677,0.149,0.091,15.149,-0.475,0.727,37.474,25.047,0.174,0.248,51.38709696,-0.12771831
E01001088,18.641,0.15,0.108,16.958,-0.576,0.307,28.01,17.105,0.233,0.139,51.40598175,-0.130039768
E01001177,33.414,0.223,0.164,18.952,0.612,1.062,32.991,30.13,0.29,0.335,51.39041057,-0.12785134
E01003020,24.143,0.169,0.09,4.966,0.017,1.13,29.357,41.388,0.328,0.319,51.45894825,-0.120241648
E01003018,19.693,0.119,0.079,9.012,-0.355,0.864,23.755,47.268,0.227,0.336,51.45576341,-0.121704306
E01003019,19.501,0.118,0.081,7.584,0.077,1.014,22.498,35.532,0.22,0.36,51.45753371,-0.12692549
E01003021,42.32,0.257,0.17,24.084,1.304,1.151,41.608,35.257,0.417,0.422,51.45336832,-0.125044313
E01003023,23.941,0.149,0.088,13.577,0.171,0.704,24.969,53.982,0.283,0.44,51.44814426,-0.126138973
E01003024,37.595,0.275,0.17,12.924,0.217,1.355,38.843,38.765,0.417,0.487,51.44985923,-0.122688055
E01004587,9.987,0.055,0.039,2.102,-0.88,0.257,13.234,48.867,0.065,0.194,51.46293716,-0.152679744
E01003161,21.349,0.184,0.08,11.108,0.223,0.776,22.417,30.356,0.379,0.292,51.44862703,-0.141663436
E01003176,42.353,0.303,0.158,16.511,0.103,1.779,39.182,52.943,0.425,0.44,51.45715856,-0.116392081
E01003025,30.796,0.215,0.144,17.141,0.247,1.13,31.302,33.54,0.335,0.264,51.44602255,-0.120996491
E01003032,35.006,0.215,0.138,6.651,0.551,1.314,36.974,53.56,0.339,0.407,51.4597179,-0.138567821
E01003026,16.878,0.079,0.044,4.847,-0.043,1.182,12.546,51.429,0.15,0.344,51.4578824,-0.144716098
E01003027,11.537,0.03,0.022,0.201,-1.127,1.444,15.315,34.235,0.044,0.086,51.45614125,-0.134359458
E01003030,15.622,0.063,0.04,1.074,-0.025,1.126,16.868,50.026,0.1,0.31,51.45371417,-0.145242583
E01003028,20.905,0.128,0.092,16.083,0.175,0.832,19.81,36.634,0.187,0.218,51.45273273,-0.136810063
E01003029,21.716,0.14,0.087,6.878,0.218,1.109,23.688,35.578,0.273,0.365,51.45717517,-0.131069017
E01003033,14.885,0.091,0.063,3.979,-0.535,1.047,18.11,34.964,0.125,0.201,51.45654962,-0.138499243
E01003041,41.142,0.236,0.132,14.201,1.17,2.197,35.708,47.93,0.412,0.417,51.46178811,-0.135256423
E01003055,38.172,0.207,0.146,9.725,1.004,2.055,27.757,52.66,0.395,0.466,51.46196338,-0.118409487
E01003057,38.663,0.25,0.195,11.869,0.972,1.362,33.071,31.816,0.385,0.46,51.46087185,-0.129809828
E01003058,19.001,0.133,0.075,2.668,0.012,0.898,22.263,40.968,0.349,0.42,51.46063706,-0.124625238
E01003159,35.48,0.244,0.184,16.255,0.396,1.227,32.896,33.864,0.385,0.365,51.45171518,-0.131768392
E01003160,38.172,0.286,0.161,25.552,0.186,0.588,40.464,52.392,0.406,0.544,51.44953779,-0.135763605
E01003162,35.238,0.258,0.155,26.609,0.205,0.708,37.365,44.146,0.355,0.454,51.44760412,-0.130589485
E01003163,16.734,0.128,0.077,3.05,-0.663,0.793,23.445,35.776,0.214,0.175,51.44604736,-0.134178516
E01003171,28.209,0.192,0.121,10.091,0.166,1.112,25.358,49.382,0.374,0.302,51.45071574,-0.118249957
E01003173,18.196,0.102,0.075,3.04,-0.616,1.496,17.67,36.196,0.134,0.228,51.44800825,-0.117507959
E01003175,40.705,0.269,0.216,26.226,0.652,1.012,38.676,30.377,0.318,0.307,51.44531165,-0.115585875
E01003177,29.84,0.191,0.112,13.392,0.236,1.314,28.845,47.877,0.361,0.379,51.45410063,-0.113942834
E01003178,22.906,0.131,0.098,3.361,-0.214,1.279,21.23,50.96,0.196,0.316,51.45310398,-0.118010727
E01003118,25.446,0.173,0.101,5.78,0.268,1.026,30.258,41.099,0.239,0.319,51.43230268,-0.132547849
E01003113,28.442,0.179,0.106,16.302,0.277,1.097,27.373,49.891,0.308,0.334,51.42537346,-0.135701585
E01003114,22.416,0.11,0.082,6.629,-0.468,1.313,31.172,46.018,0.148,0.224,51.42267234,-0.134304356
E01003115,22.502,0.156,0.107,7.166,-0.153,0.896,29.241,34.997,0.223,0.233,51.42081918,-0.13273488
E01003116,19.11,0.117,0.087,10.332,-0.108,0.654,32.589,26.192,0.163,0.15,51.43658678,-0.135733432
E01003117,23.344,0.148,0.107,6.7,-0.242,0.986,26.878,46.508,0.221,0.318,51.43676221,-0.130418476
E01003119,24.727,0.123,0.102,3.693,0.167,1.194,29.049,49.683,0.176,0.198,51.42850994,-0.135354859
E01003120,35.55,0.174,0.135,10.887,0.679,1.011,36.398,73.603,0.253,0.351,51.4285255,-0.129159546
E01003130,21.108,0.154,0.088,5.104,-0.501,0.839,23.191,50.73,0.282,0.242,51.44091187,-0.12273898
E01003131,20.82,0.091,0.078,4.012,-0.273,1.41,24.372,47.448,0.106,0.212,51.44045321,-0.129081831
E01003135,30.691,0.22,0.136,12.006,0.48,0.795,27.784,50.64,0.362,0.461,51.43785666,-0.122147811
E01003136,27.689,0.173,0.119,5.273,0.28,0.836,31.679,53.515,0.23,0.311,51.44439378,-0.128342514
E01003137,36.416,0.232,0.145,15.284,0.313,1.405,37.954,48.829,0.31,0.383,51.44375756,-0.123620672
E01003138,10.692,0.057,0.041,3.405,-0.444,0.563,17.014,37.662,0.08,0.191,51.44153251,-0.132932839
E01003139,18.531,0.152,0.077,17.613,-0.762,0.352,26.823,34.709,0.26,0.192,51.41561486,-0.137121838
E01003140,20.766,0.172,0.094,20.136,-0.278,0.034,29.233,30.425,0.273,0.181,51.41338212,-0.132147154
E01003141,27.951,0.192,0.136,12.266,-0.087,0.817,31.975,44.74,0.26,0.227,51.415301,-0.125057224
E01003142,21.371,0.173,0.102,17.845,-0.333,0.47,26.381,30.345,0.289,0.176,51.41326125,-0.138031783
E01003143,32.175,0.257,0.162,16.857,0.56,0.689,30.629,30.31,0.379,0.3,51.41499276,-0.143505641
E01003144,20.826,0.111,0.086,2.536,-0.645,1.574,28.783,31.727,0.137,0.17,51.42097272,-0.12220384
E01003145,27.392,0.158,0.1,12.311,0.261,1.272,30.376,44.424,0.185,0.381,51.41856592,-0.131184865
E01003146,26.87,0.207,0.135,17.801,0.087,0.612,30.061,31.507,0.318,0.216,51.41837701,-0.138502663
E01003147,23.591,0.168,0.13,10.148,-0.172,0.631,31.071,31.811,0.202,0.316,51.41703487,-0.128342524
E01003148,22.467,0.161,0.113,8.19,-0.172,1.023,23.855,33.098,0.255,0.243,51.42814494,-0.123157066
E01003149,15.365,0.124,0.073,2.725,-0.106,-0.108,30.241,28.916,0.177,0.175,51.42535382,-0.118367155
E01003150,34.497,0.267,0.144,12.224,0.478,1.124,37.551,34.338,0.365,0.356,51.42485767,-0.126946419
E01003151,41.007,0.332,0.176,20.975,0.57,0.806,41.043,37.606,0.489,0.463,51.43556235,-0.123713011
E01003152,16.413,0.106,0.071,3.184,-0.538,0.643,24.847,43.435,0.138,0.219,51.43447142,-0.119081629
E01003153,16.614,0.097,0.057,5.481,-0.314,0.873,21.871,46.027,0.193,0.318,51.4344118,-0.126988859
E01003154,31.206,0.245,0.179,13.71,0.092,0.634,32.023,34.564,0.279,0.318,51.42987853,-0.117264101
E01003155,19.805,0.111,0.083,5.006,-0.252,1.254,22.067,39.223,0.12,0.206,51.43084241,-0.124818519
E01003156,19.581,0.135,0.102,3.439,0.3,0.526,18.519,40.157,0.176,0.212,51.44582875,-0.138476777
E01003157,14.223,0.111,0.068,0.677,-0.472,0.824,14.039,34.641,0.15,0.271,51.44490663,-0.143156494
E01003158,7.988,0.037,0.04,2.155,-0.485,0.178,8.429,39.429,0.064,0.118,51.44297897,-0.138105113
E01003375,16.856,0.107,0.082,16.703,-0.231,0.352,26.818,25.592,0.146,0.166,51.39397654,-0.157370619
E01003386,16.447,0.142,0.083,14.837,-0.954,0.454,24.726,22.343,0.217,0.19,51.4094504,-0.156424021
E01003387,33.401,0.237,0.174,27.404,0.331,1.067,28.052,27.131,0.323,0.252,51.40567385,-0.153877208
E01003388,27.512,0.226,0.128,18.993,0.191,1.098,19.425,28.653,0.35,0.303,51.40748012,-0.160459304
E01003389,24.275,0.167,0.116,14.063,-0.038,1.03,24.638,33.379,0.217,0.246,51.40424786,-0.160916613
E01003391,32.928,0.281,0.191,22.552,0.256,0.327,34.899,16.449,0.391,0.196,51.40660862,-0.15014022
E01003392,17.563,0.1,0.067,10.503,-0.777,1.364,16.812,36.102,0.133,0.178,51.41338636,-0.158825558
E01003393,15.5,0.101,0.075,15.553,-0.415,0.291,22.433,33.367,0.104,0.281,51.4188432,-0.160152651
E01003394,16.543,0.132,0.088,13.682,-0.609,0.576,20.829,24.665,0.178,0.226,51.41644807,-0.156310083
E01003395,13.681,0.115,0.075,10.098,-0.71,0.76,16.454,16.247,0.147,0.155,51.4135583,-0.151801456
E01003396,12.898,0.107,0.062,7.727,-1.269,0.61,17.064,31.661,0.153,0.166,51.42039159,-0.158154528
E01003397,15.495,0.132,0.097,7.077,-0.717,0.524,17.778,25.822,0.139,0.184,51.41908387,-0.153568751
E01003398,16.776,0.13,0.084,11.495,-0.43,0.916,18.603,20.552,0.188,0.153,51.41722195,-0.147947969
E01003409,25.245,0.197,0.124,22.936,-0.187,0.814,22.868,30.818,0.223,0.304,51.41228342,-0.164419805
E01003411,20.392,0.178,0.103,17.693,-0.381,0.691,18.729,25.689,0.262,0.207,51.41012215,-0.144187112
E01003412,24.24,0.172,0.124,23.733,-0.126,0.983,23.802,20.348,0.204,0.252,51.41103829,-0.148686086
E01003413,17.451,0.136,0.098,13.69,-0.747,0.763,18.371,25.391,0.182,0.174,51.40989239,-0.137674123
E01003414,18.253,0.148,0.1,11.622,-0.755,1.063,16.219,20.267,0.211,0.193,51.40759199,-0.133644876
E01003415,20.541,0.149,0.114,13.602,0.194,0.862,15.602,21.126,0.214,0.214,51.40571743,-0.139434583
E01003416,16.456,0.109,0.09,13.111,-0.624,1.062,16.991,18.598,0.149,0.155,51.40366793,-0.145607968
E01004472,9.953,0.067,0.047,2.429,-0.78,0.493,17.445,32.569,0.092,0.192,51.44926626,-0.151752955
E01004473,13.558,0.089,0.072,0.949,-0.143,0.362,15.861,39.907,0.117,0.252,51.44668813,-0.146919246
E01004474,16.694,0.109,0.069,7.293,-0.265,0.643,21.221,42.364,0.228,0.372,51.44562826,-0.150631829
E01004475,17.667,0.111,0.076,4.373,-0.395,1.029,17.446,43.312,0.181,0.221,51.44313733,-0.14676718
E01004476,15.439,0.105,0.072,3.965,-0.37,0.467,21.065,42.774,0.22,0.248,51.45235036,-0.149399157
E01004477,5.646,0.032,0.016,0.019,-1.141,0.23,14.285,27.202,0.024,0.137,51.45371261,-0.154239177
E01004478,4.486,0.028,0.024,0.151,-1.253,-0.269,11.325,28.814,0.014,0.12,51.45406694,-0.158346649
E01004479,8.799,0.049,0.044,1.236,-1.351,-0.017,21.633,40.528,0.04,0.124,51.45036214,-0.159479658
E01004480,8.43,0.056,0.028,1.22,-0.63,0.32,11.779,37.563,0.106,0.227,51.4503834,-0.145123137
E01004481,16.951,0.109,0.068,1.29,0.148,0.755,19.174,41.274,0.226,0.307,51.43465239,-0.158483325
E01004482,19.071,0.124,0.09,5.703,-0.381,0.959,21.149,40.684,0.178,0.198,51.43260176,-0.154909671
E01004483,18.542,0.11,0.047,3.549,-0.274,0.585,32.153,53.606,0.261,0.396,51.43178929,-0.144742578
E01004484,21.502,0.126,0.057,12.202,0.018,1.049,33.835,37.301,0.237,0.289,51.43998734,-0.142542156
E01004485,16.727,0.118,0.061,8.304,-0.627,0.845,21.387,41.714,0.131,0.376,51.44009227,-0.152577577
E01004486,18.995,0.12,0.069,4.48,-0.39,0.803,29.722,44.271,0.172,0.359,51.43594229,-0.14468384
E01004487,25.228,0.145,0.126,1.576,0.063,1.004,29.247,48.081,0.13,0.282,51.43766073,-0.149309784
E01004488,19.496,0.128,0.09,1.606,-0.284,0.713,22.413,50.631,0.144,0.206,51.43748194,-0.153839712
E01004489,28.463,0.113,0.111,4.749,0.069,1.363,25.401,75.255,0.09,0.29,51.43429209,-0.151819687
E01004531,24.927,0.236,0.119,7.38,0.092,0.472,24.997,36.967,0.39,0.264,51.42938477,-0.161413345
E01004516,11.542,0.09,0.063,2.77,-0.951,0.543,22.538,23.865,0.119,0.132,51.4251702,-0.150184972
E01004517,20.435,0.172,0.098,9.615,-0.316,0.394,27.044,35.741,0.296,0.264,51.42383411,-0.141574355
E01004518,14.596,0.129,0.078,2.571,-0.862,0.213,21.677,37.627,0.155,0.212,51.42306243,-0.145778182
E01004519,21.095,0.165,0.105,8.702,-0.22,0.7,25.063,34.085,0.232,0.243,51.42286959,-0.155032758
E01004520,18.209,0.157,0.096,9.63,-0.437,0.126,26.796,30.508,0.222,0.233,51.42220533,-0.152331097
