lsoa,index,income,employment,education,health,crime,housing,living,incomedeprivationaffectingchildrenindex,incomedeprivationaffectingolderpeopleindex,lat,lon
E01000172,9.43,0.094,0.053,2.229,-1.276,0.373,22.14,14.982,0.145,0.107,51.64201431,-0.150138188
E01001414,39.533,0.306,0.209,38.241,0.539,-0.013,36.706,30.095,0.367,0.366,51.66747031,-0.094982318
E01001415,14.196,0.169,0.075,7.649,-0.584,-0.066,23.997,13.606,0.258,0.262,51.65352673,-0.148906527
E01001416,5.413,0.059,0.049,3.919,-1.342,-0.432,19.494,9.937,0.027,0.117,51.64498457,-0.123763735
E01001417,6.058,0.022,0.02,3.163,-1.762,-0.363,35.075,6.805,0.029,0.06,51.66686679,-0.150004823
E01001398,8.645,0.08,0.057,6.129,-0.947,0.165,15.129,19.078,0.111,0.127,51.63931284,-0.072784588
E01001399,11.411,0.088,0.069,7.875,-1.228,0.589,19.632,18.183,0.125,0.102,51.63555296,-0.072155237
E01001400,10.796,0.085,0.075,3.794,-0.707,0.058,23.736,18.002,0.099,0.122,51.63729416,-0.078041188
E01001401,13.939,0.104,0.081,9.989,-0.888,0.723,18.805,20.126,0.133,0.121,51.64019534,-0.065594875
E01001405,13.538,0.103,0.064,6.927,-0.073,-0.064,27.789,22.427,0.152,0.147,51.64423149,-0.074827032
E01001406,23.488,0.186,0.119,12.774,-0.135,0.972,25.471,23.446,0.297,0.17,51.64262177,-0.06874459
E01001407,18.814,0.131,0.103,15.385,-0.621,0.779,27.102,18.444,0.186,0.147,51.66966732,-0.068197098
E01001408,16.499,0.147,0.098,8.689,-0.267,0.008,19.065,30.123,0.247,0.154,51.66489776,-0.085482458
E01001409,33.534,0.243,0.167,20.248,-0.038,0.659,33.674,50.402,0.332,0.273,51.66275272,-0.060746604
E01001410,50.241,0.349,0.259,37.236,1,0.455,42.636,34.906,0.451,0.287,51.66529416,-0.061047809
E01001411,12.465,0.124,0.087,6.601,-0.805,-0.388,20.939,21.434,0.172,0.165,51.66396964,-0.080689597
E01001412,29.375,0.17,0.11,22.476,0.038,0.86,48.253,27.053,0.303,0.147,51.67898972,-0.107015728
E01001413,8.433,0.059,0.042,6.713,-0.758,0.445,22.186,12.653,0.072,0.096,51.66879066,-0.084531609
E01001418,21.514,0.158,0.146,10.023,0.112,0.475,26.326,13.787,0.174,0.189,51.6485876,-0.139936066
E01001419,14.918,0.125,0.094,4.759,-0.711,0.357,27.99,15.013,0.181,0.138,51.64843053,-0.13086983
E01001420,25.771,0.197,0.148,17.673,0.204,0.323,35.168,12.764,0.268,0.228,51.6424337,-0.140214663
E01001421,25.331,0.218,0.119,17.147,-0.12,0.341,35.844,23.966,0.282,0.283,51.6394069,-0.136810497
E01001539,14.288,0.111,0.094,9.1,-0.566,0.32,19.964,22.007,0.174,0.091,51.66236543,-0.07410422
E01001433,39.032,0.304,0.181,47.147,-0.067,0.667,37.694,28.938,0.417,0.301,51.6635197,-0.031021378
E01001434,29.238,0.24,0.12,34.439,-0.425,0.917,33.191,21.796,0.384,0.227,51.66138533,-0.035717346
E01001435,25.226,0.233,0.109,30.681,-0.956,0.864,24.762,22.063,0.384,0.217,51.66248664,-0.04112174
E01001436,28.755,0.253,0.149,26.496,-0.35,0.951,25.98,17.65,0.386,0.221,51.65816257,-0.040537055
E01001437,38.737,0.302,0.201,33.776,0.229,0.305,38.502,34.786,0.386,0.335,51.65599384,-0.023477817
E01001438,36.469,0.292,0.166,34.205,-0.226,1.408,30.032,23.637,0.43,0.254,51.65704982,-0.034313886
E01001439,39.15,0.323,0.182,33.833,0.037,1.039,31.771,32.771,0.434,0.317,51.65902238,-0.045539314
E01001440,30.479,0.225,0.146,27.411,-0.289,1.23,28.359,27.019,0.328,0.275,51.65382416,-0.04743567
E01001441,40.848,0.297,0.193,33.196,-0.142,1.602,31.382,35.132,0.44,0.278,51.66638165,-0.037655124
E01001442,43.599,0.359,0.205,40.418,0.325,0.941,32.301,28.693,0.45,0.312,51.66990261,-0.03891706
E01001444,22.337,0.188,0.094,21.07,-0.359,0.355,32.235,27.154,0.331,0.196,51.67900053,-0.030766809
E01001445,31.824,0.28,0.142,26.571,-0.099,0.649,31.331,34.483,0.441,0.196,51.67556947,-0.019633985
E01001446,30.678,0.221,0.145,28.658,-0.184,1.222,26.852,29.794,0.359,0.209,51.67401946,-0.035301436
E01001447,43.933,0.35,0.232,28.291,0.397,1.122,33.9,22.779,0.479,0.389,51.67307308,-0.030046141
E01001448,36.802,0.334,0.173,25.326,-0.104,1.172,28.349,24.625,0.551,0.269,51.67017539,-0.033871608
E01001449,28.928,0.236,0.128,35.242,-0.251,0.85,33.202,13.933,0.351,0.206,51.66867127,-0.026528234
E01001450,22.295,0.15,0.099,8.804,-0.256,0.545,35.463,39.406,0.253,0.162,51.64774303,-0.079422569
E01001451,16.152,0.067,0.069,4.781,-1.032,1.263,33.221,22.199,0.093,0.075,51.64716992,-0.0859245
E01001452,9.789,0.066,0.05,4.127,-1.102,0.317,30.866,13.151,0.061,0.108,51.64222883,-0.089888614
E01001453,7.225,0.056,0.05,2.411,-1.375,-0.039,27.297,11.008,0.069,0.066,51.64374889,-0.103959631
E01001454,6.954,0.066,0.052,1.547,-1.1,-0.363,23.371,15.14,0.083,0.079,51.64244827,-0.09908193
E01001455,12.463,0.093,0.071,10.776,-1.138,0.194,29.174,14.505,0.137,0.145,51.63903667,-0.082837602
E01001456,4.955,0.041,0.04,1.164,-1.426,0.225,16.344,12.26,0.036,0.086,51.63761191,-0.095078715
E01001457,12.587,0.103,0.074,3.693,-0.822,-0.378,34.201,16.693,0.195,0.094,51.6518021,-0.092909291
E01001468,29.354,0.14,0.186,9.644,0.769,0.267,47.831,9.18,0.083,0.142,51.66653173,-0.105431679
E01001469,21.453,0.164,0.121,20.261,-0.434,0.051,36.213,13.326,0.232,0.174,51.66208022,-0.097310199
E01001470,10.554,0.09,0.076,5.179,-0.906,0.397,19.213,12.152,0.158,0.091,51.65835033,-0.115950625
E01001471,17.602,0.12,0.083,5.236,-0.506,-0.027,42.749,22.424,0.16,0.143,51.66034521,-0.102958179
E01001472,13.554,0.121,0.077,5.57,-0.648,-0.12,31.016,15.663,0.227,0.117,51.65670296,-0.093296466
E01001473,19.427,0.171,0.126,14.045,-0.362,0.25,27.216,10.045,0.23,0.19,51.64960662,-0.109387683
E01001474,12.99,0.079,0.08,2.424,-0.763,0.055,35.444,18.024,0.099,0.082,51.65453182,-0.09996928
E01001475,5.363,0.053,0.038,4.969,-1.463,-0.393,21.931,11.136,0.057,0.088,51.64868805,-0.121893855
E01001476,25.796,0.225,0.137,25.625,-0.322,0.528,26.985,21.492,0.336,0.256,51.63872423,-0.048095967
E01001477,36.19,0.288,0.192,35.331,-0.262,1.088,31.449,20.932,0.392,0.277,51.63596263,-0.031617148
E01001478,24.119,0.166,0.122,21.037,-0.153,0.47,34.716,24.554,0.225,0.192,51.63748131,-0.060810077
E01001479,33.708,0.28,0.157,27.069,-0.125,0.739,31.438,39.855,0.431,0.294,51.63459295,-0.055854935
E01001480,26.111,0.184,0.137,20.873,-0.101,0.347,35.502,28.977,0.271,0.226,51.63527093,-0.06540148
E01001481,27.165,0.237,0.132,24.728,-0.169,0.666,29.156,21.496,0.354,0.217,51.634344,-0.043635945
E01001484,24.371,0.179,0.116,21.533,-0.198,0.829,29.546,23.666,0.258,0.184,51.64071497,-0.056208116
E01001502,32.456,0.274,0.151,34.503,-0.367,0.53,35.278,30.07,0.434,0.287,51.64108805,-0.042467951
E01001503,26.457,0.237,0.137,26.613,-0.498,0.153,29.933,28.386,0.3,0.282,51.6420949,-0.051705638
E01001504,31.78,0.225,0.149,26.36,0.056,1.166,30.571,29.705,0.283,0.221,51.64952413,-0.039560252
E01001505,32.706,0.261,0.176,26.839,0.035,0.669,31.149,28.984,0.33,0.293,51.65000194,-0.046655049
E01001506,40.198,0.343,0.194,29.707,0.315,1.007,32.979,20.986,0.432,0.325,51.64402017,-0.02422014
E01001507,47.994,0.329,0.241,30.509,0.479,1.098,44.646,36.8,0.339,0.412,51.64601945,-0.045013769
E01001508,31.2,0.272,0.144,24.833,-0.103,0.208,40.176,27.389,0.41,0.304,51.64540792,-0.050334971
E01001509,36.154,0.298,0.169,30.284,0.022,0.73,34.317,35.987,0.423,0.333,51.64576047,-0.039267443
E01001510,51.115,0.371,0.27,49.997,0.667,0.113,40.436,34.789,0.364,0.499,51.64126191,-0.036542454
E01001511,21.474,0.172,0.105,14.81,-0.547,1.014,23.332,24.193,0.219,0.178,51.64721641,-0.059099305
E01001512,22.081,0.171,0.112,8.771,-0.216,0.469,28.675,37.289,0.256,0.203,51.64988225,-0.074118156
E01001513,33.512,0.277,0.169,23.575,-0.073,1.223,30.77,18.287,0.404,0.288,51.65369139,-0.057820705
E01001514,22.164,0.209,0.124,21.435,-0.635,0.311,24.27,21.596,0.347,0.196,51.64552744,-0.068734198
E01001515,37.441,0.305,0.189,31.523,0.179,0.516,34.307,34.816,0.437,0.338,51.64462466,-0.063201062
E01001516,30.64,0.248,0.154,24.434,0.078,0.772,31.981,23.322,0.3,0.288,51.66050256,-0.056304331
E01001517,47.147,0.386,0.225,54.456,0.339,0.805,33.138,17.82,0.483,0.443,51.66109991,-0.049743941
E01001518,23.907,0.146,0.101,8.391,-0.652,1.649,24.01,37.31,0.234,0.192,51.65357903,-0.066999405
E01001522,16.99,0.159,0.098,8.939,-0.12,-0.025,26.204,15.812,0.198,0.236,51.64601677,-0.113750301
E01001523,9.649,0.086,0.055,4.462,-1.084,0.356,22.912,14.414,0.15,0.091,51.64106107,-0.116823255
E01001524,20.5,0.178,0.127,12.535,-0.469,0.055,33.442,12.618,0.248,0.168,51.63934082,-0.127135755
E01001525,20.356,0.149,0.084,4.718,-0.093,1.178,27.46,22.906,0.233,0.203,51.63772696,-0.131848537
E01001526,9.202,0.07,0.05,3.918,-1.367,-0.583,36.839,10.335,0.111,0.091,51.63792063,-0.117938573
E01001536,19.312,0.132,0.104,5.635,-0.289,0.85,22.882,33.586,0.23,0.13,51.65544089,-0.085374506
E01001537,11.763,0.101,0.063,10.765,-0.565,-0.094,24.84,17.351,0.165,0.146,51.66555132,-0.068982616
E01001538,13.32,0.089,0.08,10.418,-0.754,0.567,23.673,16.275,0.125,0.082,51.6611521,-0.068210083
E01001540,14.548,0.139,0.083,6.734,-0.928,0.002,21.618,31.899,0.255,0.126,51.66151603,-0.089913229
E01001541,9.535,0.074,0.06,6.349,-0.905,0.307,16.707,22.393,0.113,0.081,51.66036584,-0.083479766
E01001542,19.729,0.184,0.107,12.601,-0.102,0.034,26.403,20.915,0.222,0.263,51.65892006,-0.077920255
E01001543,10.728,0.092,0.063,10.269,-0.885,0.034,25.051,12.359,0.13,0.134,51.65714053,-0.07134492
E01001544,9.917,0.08,0.091,5.305,-0.94,-0.336,20.208,14.948,0.082,0.116,51.65495332,-0.076628611
E01001545,51.506,0.405,0.236,45.614,0.557,1.183,38.366,17.395,0.551,0.348,51.67645015,-0.046698172
E01001546,28.806,0.25,0.145,31.101,-0.254,0.67,27.312,21.776,0.369,0.218,51.67662832,-0.040199444
E01001547,32.956,0.239,0.146,29.639,-0.037,1.543,26.987,23.851,0.339,0.21,51.67150493,-0.043013219
E01001548,33.459,0.294,0.15,31.303,-0.395,1.025,32.619,22.619,0.471,0.229,51.67105184,-0.049194581
E01001549,49.784,0.373,0.231,37.694,0.353,1.233,37.532,40.155,0.446,0.321,51.66767726,-0.049687771
E01001550,38.006,0.285,0.181,36.119,0.287,1.051,37.483,18.504,0.372,0.284,51.66454966,-0.05048048
E01001551,43.96,0.318,0.212,38.88,0.159,1.226,42.694,21.065,0.494,0.262,51.68086813,-0.047304258
E01001552,27.046,0.211,0.117,23.163,-0.565,1.246,29.226,23.453,0.343,0.192,51.68036891,-0.037598454
E01001567,6.215,0.044,0.036,1.64,-1.629,-0.198,27.876,14.462,0.036,0.096,51.63776404,-0.103771272
E01023338,40.376,0.302,0.198,56.948,0.438,0.34,34.302,21.482,0.437,0.292,51.6858041,-0.019397711
E01023337,26.591,0.194,0.138,29.042,-0.365,0.925,25.747,24.313,0.321,0.141,51.68467138,-0.03247814
E01023339,34.652,0.252,0.172,45.872,0.278,0.439,37.381,14.893,0.336,0.363,51.68636942,-0.042141504
E01023311,9.38,0.08,0.058,17.999,-1.042,-0.553,21.42,12.601,0.108,0.106,51.702754,-0.081702923
E01023947,11.071,0.077,0.048,9.048,-1.001,-0.059,37.185,8.906,0.113,0.08,51.70346782,-0.140097961
E01023293,18.093,0.112,0.091,26.827,-0.749,0.762,25.876,13.371,0.153,0.124,51.69253329,-0.059599686
E01023313,3.545,0.03,0.047,7.448,-1.261,-0.922,16.43,5.482,0.039,0.047,51.70999604,-0.100192956
E01023574,22.724,0.2,0.146,28.524,-0.258,0.039,22.828,10.47,0.32,0.182,51.68891233,-0.167225069
E01023575,17.629,0.107,0.12,16.189,0.52,-0.365,24.591,8.034,0.09,0.164,51.68285947,-0.174452129
E01023576,10.63,0.072,0.064,8.594,-0.285,-1.108,30.581,14.745,0.228,0.055,51.67906065,-0.192251715
E01033148,40.549,0.322,0.179,28.038,-0.095,0.791,53.5,18.733,0.408,0.405,51.66579438,-0.016068053
E01033150,32.196,0.309,0.129,20.996,-0.209,0.319,41.594,28.326,0.424,0.389,51.66987642,-0.014659214
E01001482,36.728,0.283,0.185,33.824,-0.025,1.029,34.369,24.9,0.394,0.266,51.63352251,-0.048722981
E01000116,9.687,0.089,0.066,3.548,-1.018,0.274,18.206,17.71,0.082,0.181,51.6336394,-0.14663873
E01000118,11.778,0.099,0.078,8.245,-1.148,0.412,21.101,13.876,0.131,0.12,51.63067258,-0.151607618
E01000119,12.617,0.093,0.06,3.487,-1.242,1.097,19.52,18.149,0.099,0.161,51.62974097,-0.135626104
E01000120,8.839,0.08,0.063,4.206,-1.19,0.267,18.288,15.45,0.094,0.104,51.6320143,-0.14053813
E01000121,38.811,0.314,0.216,25.501,0.812,0.539,34.386,12.994,0.428,0.342,51.62709691,-0.147942779
E01000122,10.018,0.082,0.064,2.726,-1.269,-0.257,30.15,17.123,0.062,0.152,51.62582688,-0.137467385
E01000123,12.165,0.102,0.066,8.788,-0.761,-0.093,29.745,14.84,0.142,0.153,51.62292566,-0.144861632
E01000124,25.548,0.197,0.137,12.366,-0.025,0.773,29.851,26.682,0.268,0.271,51.61891448,-0.144757592
E01000158,20.018,0.145,0.115,9.433,-0.652,0.845,25.75,26.342,0.194,0.197,51.61767017,-0.151733168
E01000160,14.194,0.106,0.06,11.616,-1.535,0.702,24.202,27.844,0.166,0.183,51.6133002,-0.14506738
E01000161,16.815,0.116,0.064,4.957,-1.041,1.243,26.81,24.968,0.181,0.193,51.61348001,-0.152482438
E01000165,15.715,0.116,0.062,4.793,-1.109,0.718,36.826,19.051,0.181,0.198,51.60983595,-0.150230849
E01001493,28.711,0.233,0.175,20.582,0.01,0.131,36.045,16.764,0.295,0.312,51.62421578,-0.096928942
E01001402,9.973,0.085,0.071,5.238,-1.03,0.191,21.937,13.704,0.121,0.109,51.63382498,-0.088609594
E01001403,18.169,0.139,0.111,12.383,-0.588,0.194,30.038,20.249,0.159,0.178,51.63204645,-0.079844235
E01001404,21.528,0.168,0.106,12.43,-0.58,0.936,31.047,18.854,0.239,0.208,51.62678512,-0.085011014
E01001424,48.258,0.354,0.209,31.779,0.441,1.223,45.611,36.337,0.444,0.444,51.62330453,-0.063710194
E01001390,9.999,0.098,0.059,2.829,-0.878,0.013,24.823,15.834,0.177,0.192,51.61112011,-0.123630166
E01001391,26.813,0.172,0.137,13.466,-0.165,0.752,38.453,32.101,0.211,0.293,51.6108538,-0.113278649
E01001392,10.53,0.081,0.065,4.213,-1.123,0.316,21.606,23.782,0.131,0.147,51.61118785,-0.129586566
E01001393,16.787,0.13,0.086,9.077,-0.536,-0.016,28.123,34.811,0.199,0.209,51.61068002,-0.118716405
E01001394,30.17,0.254,0.119,18.197,0.028,0.982,28.551,40.741,0.362,0.36,51.61114193,-0.105005179
E01001395,35.066,0.297,0.197,25.134,-0.148,0.78,34.563,20.203,0.37,0.339,51.61027875,-0.096417583
E01001396,22.971,0.195,0.106,18.166,-0.634,0.987,25.576,23.414,0.256,0.322,51.60925901,-0.108359435
E01001397,27.163,0.242,0.127,13.315,-0.209,0.82,31.846,27.284,0.351,0.372,51.61414058,-0.097194199
E01001423,37.526,0.261,0.174,31.903,-0.176,1.609,32.788,29.909,0.302,0.371,51.62499964,-0.067699621
E01001499,21.112,0.183,0.103,11.85,-0.487,0.375,32.72,25.218,0.25,0.297,51.61729247,-0.092653162
E01001500,21.108,0.145,0.094,9.615,-0.424,1.227,26.349,25.88,0.147,0.285,51.61549756,-0.104188247
E01001554,50.835,0.344,0.211,45.582,0.501,1.384,46.578,34.509,0.397,0.556,51.61059332,-0.067689383
E01001425,56.062,0.382,0.223,42.638,-0.011,2.106,49.064,44.249,0.469,0.37,51.61785176,-0.067566181
E01001426,44.686,0.285,0.191,38.08,0.142,1.437,48.973,30.932,0.365,0.382,51.62023298,-0.054574908
E01001427,47.03,0.341,0.202,42.153,0.195,0.932,52.082,27.862,0.395,0.499,51.6167361,-0.042817597
E01001428,41.298,0.328,0.212,40.688,0.317,0.841,32.519,23.891,0.363,0.409,51.62172278,-0.068375505
E01001429,51.723,0.388,0.238,37.446,0.7,0.96,43.087,33.527,0.417,0.629,51.62396962,-0.0581934
E01001430,48.793,0.369,0.215,42.487,0.174,1.195,42.153,34.708,0.433,0.499,51.61874126,-0.061163084
E01001431,48.508,0.329,0.22,39.193,0.136,1.102,50.649,38.518,0.415,0.329,51.61712558,-0.054747243
E01001432,44.169,0.294,0.175,34.046,0.042,1.311,46.925,46.669,0.413,0.332,51.61524786,-0.059992605
E01001458,45.066,0.349,0.226,47.501,0.232,0.637,42.699,17.218,0.424,0.455,51.61570357,-0.076858793
E01001459,25.854,0.23,0.13,25.62,-0.826,0.905,26.327,18.722,0.359,0.219,51.63168694,-0.068188199
E01001460,42.62,0.272,0.188,38.172,0.195,1.201,41.809,44.268,0.299,0.339,51.62738664,-0.063745983
E01001461,50.002,0.383,0.247,42.739,0.391,0.736,43.232,28.021,0.49,0.345,51.62847105,-0.073754647
E01001462,38.328,0.278,0.174,29.358,0.092,0.862,42.792,37.828,0.377,0.219,51.6284787,-0.067920875
E01001463,24.464,0.206,0.124,24.981,-0.443,0.775,28.028,15.017,0.283,0.272,51.62437029,-0.078438641
E01001464,38.567,0.284,0.2,45.282,0.21,1.006,29.629,22.272,0.35,0.321,51.62292912,-0.074438434
E01001465,27.26,0.232,0.146,21.891,-0.654,0.744,31.041,23.084,0.323,0.24,51.61911318,-0.08254547
E01001466,27.973,0.249,0.124,32.894,-0.434,0.388,30.432,29.022,0.354,0.235,51.6183568,-0.074206383
E01001467,28.145,0.249,0.122,24.698,-0.193,0.51,33.253,28.669,0.396,0.227,51.61844941,-0.07786863
E01001483,56.168,0.367,0.261,34.868,0.536,1.126,51.174,50.439,0.475,0.383,51.63019288,-0.029326668
E01001485,38.556,0.316,0.168,33.504,-0.068,0.977,34.086,38.588,0.42,0.373,51.62681324,-0.055926457
E01001486,40.937,0.337,0.198,35.001,0.306,0.335,38.933,32.811,0.411,0.465,51.62330521,-0.049843428
E01001487,37.741,0.327,0.175,30.455,0.191,0.854,33.077,26.67,0.448,0.342,51.63117764,-0.053190941
E01001488,32.359,0.294,0.162,24.653,-0.501,0.706,36.251,21.563,0.463,0.195,51.63113462,-0.060930426
E01001489,30.154,0.255,0.14,34.704,-0.331,0.674,31.399,24.068,0.386,0.205,51.629996,-0.048972937
E01001491,36.05,0.316,0.185,29.638,0.003,0.503,32.889,29.67,0.443,0.322,51.62926359,-0.058736299
E01001492,32.585,0.274,0.168,33.442,-0.27,0.602,31.792,27.009,0.376,0.258,51.62657108,-0.049939711
E01001494,15.809,0.144,0.087,11.867,-0.82,0.358,25.964,16.308,0.158,0.238,51.62157642,-0.091519622
E01001562,47.92,0.332,0.218,38.909,0.661,0.514,58.298,29.838,0.384,0.512,51.61345084,-0.079694756
E01001495,12.453,0.088,0.072,4.184,-0.874,0.273,23.561,30.494,0.105,0.176,51.62146276,-0.102861617
E01001496,15.631,0.131,0.086,12.916,-0.664,0.382,26.306,15.295,0.157,0.195,51.62005589,-0.097194951
E01001497,25.434,0.234,0.097,16.991,-0.487,1.017,33.287,19.345,0.335,0.32,51.62075915,-0.087098392
E01001498,17.99,0.139,0.076,8.88,-0.824,0.594,26.223,39.905,0.192,0.287,51.61867087,-0.106092163
E01001501,26.794,0.181,0.106,10.309,-0.168,1.215,31.69,42.101,0.249,0.335,51.61513323,-0.111284739
E01001519,14.764,0.141,0.071,3.937,-0.987,-0.129,28.669,33.502,0.279,0.186,51.63227066,-0.128738837
E01001520,18.234,0.147,0.114,7.616,-0.336,0.294,30.746,14.127,0.202,0.163,51.63425386,-0.122519089
E01001521,8.156,0.075,0.043,1.543,-1.212,0.086,24.294,18.61,0.093,0.132,51.62773732,-0.126310451
E01001527,17.127,0.127,0.096,5.061,-0.653,0.738,25.416,26.027,0.174,0.198,51.61729436,-0.117609813
E01001528,35.846,0.263,0.18,30.188,-0.014,0.478,40.982,37.214,0.399,0.307,51.61287886,-0.138094325
E01001529,38.685,0.263,0.177,24.709,0.633,0.932,43.211,31.68,0.386,0.345,51.61538171,-0.139009778
E01001530,19.209,0.155,0.098,9.08,-0.592,0.659,28.404,26.175,0.206,0.23,51.61403274,-0.129245595
E01001531,8.121,0.066,0.051,1.063,-1.033,-0.109,25.546,19.183,0.062,0.098,51.62596044,-0.117219061
E01001532,6.446,0.052,0.049,0.771,-1.325,-0.12,21.324,19.232,0.055,0.065,51.62374971,-0.120147468
E01001533,4.967,0.055,0.045,1.884,-1.106,-0.017,13.675,10.758,0.05,0.089,51.621541,-0.127506158
E01001534,12.427,0.097,0.063,3.707,-1.107,0.726,23.717,21.16,0.153,0.127,51.61915294,-0.134406685
E01001535,11.104,0.074,0.051,3.23,-1.061,0.931,22.993,17.459,0.052,0.156,51.61687017,-0.123937252
E01001553,41.159,0.295,0.197,39.957,0.331,0.706,45.533,23.743,0.298,0.441,51.60991137,-0.083244059
E01001555,35.386,0.219,0.157,30.757,-0.375,1.628,32.528,39.674,0.298,0.211,51.61070895,-0.063216524
E01001556,18.318,0.162,0.092,16.049,-0.481,0.003,29.161,22.822,0.279,0.183,51.61222202,-0.091126517
E01001557,36.852,0.306,0.18,30.828,-0.07,0.969,32.969,28.117,0.415,0.295,51.61004261,-0.058597758
E01001558,45.309,0.306,0.183,32.675,-0.096,1.69,41.41,49.481,0.35,0.363,51.61344408,-0.064170115
E01001559,45.559,0.328,0.192,26.986,0.4,1.418,42.094,40.639,0.468,0.32,51.60995746,-0.045667124
E01001560,34.654,0.239,0.141,30.744,-0.527,1.498,38.279,29.557,0.377,0.351,51.61328565,-0.085430674
E01001563,15.677,0.112,0.083,3.577,-0.492,0.355,23.903,38.124,0.115,0.174,51.62570128,-0.103806572
E01001564,12.075,0.092,0.064,1.677,-0.85,0.726,23.209,19.809,0.102,0.173,51.62960375,-0.100491966
E01001565,16.146,0.136,0.073,3.733,-0.436,0.503,30.357,23.274,0.165,0.257,51.62448799,-0.109501514
E01001566,15.88,0.101,0.101,3.457,0.158,0.377,23.288,20.857,0.067,0.176,51.6211771,-0.111939354
E01001568,9.839,0.058,0.063,4.881,-1.257,0.617,26.094,10.382,0.064,0.093,51.63153753,-0.110692787
E01001569,12.482,0.109,0.079,4.294,-0.684,0.308,21.579,19.508,0.139,0.186,51.63349042,-0.099505415
E01001570,17.036,0.143,0.086,11.633,-0.17,0.444,24.928,18.177,0.21,0.202,51.62846338,-0.093259001
E01004356,30.445,0.214,0.142,24.075,0.174,0.977,38.431,16.583,0.342,0.206,51.62777768,-0.01648625
E01033151,43.426,0.343,0.213,38.491,0.305,0.474,43.181,27.201,0.436,0.349,51.624337,-0.035761828
E01003426,10.8,0.074,0.052,1.98,-1.321,1.007,12.96,26.932,0.1,0.105,51.40532879,-0.19378003
E01003427,14.137,0.106,0.07,7.166,-0.62,0.042,22.667,39.109,0.107,0.22,51.40017636,-0.199055448
E01003437,15.784,0.107,0.077,11.376,-0.228,0.556,19.099,32.001,0.122,0.139,51.39381309,-0.17878207
E01003438,28.708,0.228,0.158,27.429,0.231,0.548,19.068,32.633,0.278,0.273,51.38851484,-0.185526581
E01003439,28.328,0.181,0.113,22.354,0.258,0.807,25.262,51.587,0.275,0.204,51.40134613,-0.188526596
E01003436,24.243,0.186,0.124,23.886,-0.116,0.57,23.758,30.161,0.28,0.203,51.39205401,-0.185031121
E01003440,23.905,0.212,0.119,18.107,-0.02,0.541,21.643,29.681,0.334,0.191,51.3995115,-0.181411011
E01003441,23.164,0.198,0.134,19.286,0.093,0.238,22.552,22.524,0.284,0.206,51.39591214,-0.172259818
E01003447,24.33,0.171,0.123,13.09,0.177,0.232,38.09,24.979,0.265,0.226,51.40588375,-0.240076414
E01003448,25.615,0.19,0.123,23.367,0.111,0.228,22.446,45.265,0.26,0.254,51.3940584,-0.189448215
E01003449,15.528,0.133,0.083,13.819,-0.604,0.199,20.797,27.108,0.188,0.184,51.39415916,-0.195907003
E01003364,5.208,0.045,0.05,2.934,-0.889,-0.828,20.151,14.035,0.053,0.072,51.39610285,-0.218380054
E01003365,6.248,0.06,0.039,4.761,-1.263,0.229,13.681,15.957,0.093,0.095,51.39909914,-0.205247372
E01003453,24.139,0.172,0.122,21.927,0.266,0.513,19.939,35.169,0.238,0.208,51.39797364,-0.193062231
E01002978,5.373,0.048,0.051,3.814,-1.995,-0.185,13.821,18.964,0.083,0.064,51.38242515,-0.24977328
E01002931,10.269,0.074,0.048,1.634,-1.132,0.879,16.231,25.044,0.094,0.094,51.40156796,-0.249583956
E01002976,5.99,0.059,0.042,10.193,-1.708,-1.249,20.645,15.834,0.095,0.072,51.38638392,-0.24307423
E01002983,6.35,0.057,0.039,2.214,-1.454,0.007,23.814,12.793,0.077,0.061,51.39047598,-0.246929072
E01004146,14.404,0.1,0.075,9.123,-0.359,0.586,20.208,26.004,0.109,0.155,51.37229939,-0.197410899
E01004147,7.261,0.065,0.058,10.435,-0.983,-0.038,16.783,7.159,0.073,0.105,51.37439264,-0.185316011
E01004148,21.969,0.167,0.119,16.695,0.22,0.519,25.937,16.522,0.19,0.257,51.37151883,-0.202131808
E01004149,12.768,0.086,0.073,11.634,-0.469,0.294,18.351,26.613,0.125,0.106,51.37153758,-0.189139646
E01004163,14.335,0.095,0.081,18.513,-0.255,0.501,16.64,17.038,0.139,0.088,51.37718758,-0.168096136
E01004164,14.394,0.067,0.058,20.833,-0.133,0.634,17.419,29.94,0.084,0.105,51.37471006,-0.163514716
E01004165,17.483,0.136,0.107,14.45,-0.21,0.523,14.383,24.004,0.215,0.16,51.37274301,-0.170598142
E01004166,12.893,0.105,0.078,8.823,-0.345,0.526,14.788,16.708,0.135,0.167,51.37208069,-0.162010911
E01004167,28.413,0.255,0.144,23.332,0.639,0.681,18.889,13.552,0.405,0.246,51.3751744,-0.176630384
E01004168,8.882,0.055,0.061,17.969,-0.64,0.154,11.618,13.783,0.054,0.072,51.37226292,-0.179255928
E01004169,20.68,0.142,0.083,19.246,-0.009,0.44,35.19,21.388,0.196,0.106,51.37956268,-0.163697046
E01003361,10.16,0.096,0.065,5.273,-0.848,-0.118,14.677,28.289,0.123,0.121,51.40405126,-0.209678933
E01003362,5.671,0.057,0.05,3.174,-0.826,-0.466,13.554,17.958,0.089,0.081,51.40114586,-0.217890748
E01003363,7.209,0.059,0.053,8.472,-0.967,0.184,12.269,15.413,0.069,0.088,51.39696139,-0.210784091
